"x","y","name"
7.2238892,48.4377779,"Wildersbach"
7.2544886,48.4387521,"Natzwiller"
7.2016893,48.4275308,"Solbach"
7.186774,48.4217476,"Fouday"
7.2162708,48.4023692,"Bellefosse"
7.2386756,48.4086571,"Belmont"
7.4492808,48.4088704,"Barr"
7.2036488,48.9052331,"Adamswiller"
7.3194249,48.3565749,"Albé"
7.5967333,48.7925005,"Alteckendorf"
7.4639413,48.7190639,"Altenheim"
7.5263104,48.5242608,"Altorf"
6.9805481,48.9304552,"Altwiller"
7.4177354,48.3865215,"Andlau"
7.5738317,48.2091772,"Artolsheim"
7.9842138,48.9353051,"Aschbach"
7.2206209,48.8804749,"Asswiller"
8.0082773,48.8116812,"Auenheim"
7.0853576,48.8379199,"Baerendorf"
7.5412774,48.2376449,"Baldenheim"
7.283941,48.3348478,"Bassemberg"
7.2303742,48.4767403,"Barembach"
8.0844618,48.8632757,"Beinheim"
7.7061947,48.7841337,"Batzendorf"
7.1572261,48.8986773,"Berg"
7.4037862,48.3717768,"Bernardvillé"
7.4626847,48.4502454,"Bernardswiller"
7.6583821,48.6781527,"Berstett"
7.6905489,48.7566643,"Bernolsheim"
7.1800477,48.8871233,"Bettwiller"
7.676655,48.7930523,"Berstheim"
7.7822691,48.7196958,"Bietlenheim"
7.7938279,48.8996563,"Biblisheim"
7.3456111,48.6590141,"Birkenwald"
7.5403785,48.8929819,"Bischholtz"
7.6594233,48.7104997,"Bilwisheim"
7.610207,48.2830064,"Bindernheim"
7.6100483,48.5067743,"Blaesheim"
7.4184821,48.3416949,"Blienschwiller"
7.0242185,48.9422471,"Bissert"
7.6184496,48.8593664,"Bitschhoffen"
7.6094114,48.4197176,"Bolsenheim"
7.6805338,48.3323342,"Boofzheim"
7.4410859,48.4767699,"Bœrsch"
7.5635764,48.2276513,"Bœsenbiesen"
7.1387714,48.3564364,"Bourg-Bruche"
7.4933644,48.4185913,"Bourgheim"
7.5711408,48.1882206,"Bootzheim"
7.5597411,48.7815466,"Bossendorf"
8.0075529,48.9177667,"Buhl"
7.6025477,48.5805852,"Breuschwickersheim"
7.2930383,48.3657983,"Breitenbach"
7.29276,48.3275272,"Breitenau"
7.2204416,48.9710713,"Butten"
7.5594871,48.8200323,"Buswiller"
7.236729,48.8293141,"Bust"
7.1122271,48.9009773,"Burbach"
7.3995245,48.6316184,"Cosswiller"
7.1811852,48.3895331,"Colroy-la-Roche"
7.8511479,49.0180481,"Climbach"
7.8908985,49.0028315,"Cleebourg"
7.5080572,48.5861563,"Dahlenheim"
7.5318998,48.5608856,"Dachstein"
8.0325295,48.9322198,"Crœttwiller"
7.4282089,48.6595937,"Crastatt"
7.7225643,48.3477202,"Daubensand"
7.6558882,48.8308834,"Dauendorf"
7.1920764,48.9819993,"Dehlingen"
7.6637869,48.2900633,"Diebolsheim"
7.9889819,48.7732869,"Dalhunden"
7.6316218,49.0036118,"Dambach"
7.4288899,48.3233395,"Dambach-la-Ville"
7.188669,48.9388613,"Diemeringen"
7.3578636,48.6728034,"Dimbsthal"
7.670241,48.6313586,"Dingsheim"
7.4269445,48.5430561,"Dinsheim-sur-Bruche"
7.0444762,48.8807154,"Diedendorf"
7.3261687,48.3153607,"Dieffenbach-au-Val"
7.7782998,48.9342886,"Dieffenbach-lès-Wœrth"
7.4190627,48.3092302,"Dieffenthal"
7.1906291,48.8666944,"Drulingen"
7.8715029,48.9878865,"Drachenbronn"
7.5955355,48.5309599,"Duppigheim"
7.5347533,48.7130797,"Duntzenheim"
7.6514397,48.7178998,"Donnenheim"
7.1541994,48.9522671,"Domfessel"
7.4016929,48.8057576,"Dossenheim-sur-Zinsel"
7.5751136,48.637749,"Dossenheim-Kochersberg"
7.5256645,48.3110549,"Ebersmunster"
7.5005982,48.3041592,"Ebersheim"
7.6949598,48.6818562,"Eckwersheim"
7.3557143,48.7668218,"Eckartswiller"
7.7691889,48.8969356,"Durrenbach"
7.568011,48.6838262,"Durningen"
8.066278,48.9273858,"Eberbach-Seltz"
7.1954681,48.8914018,"Durstel"
7.5282058,48.5701881,"Ergersheim"
7.5661863,48.5645046,"Ernolsheim-Bruche"
7.4638898,48.3597233,"Epfig"
7.3676275,48.8767767,"Erckartswiller"
7.6380075,48.5352571,"Entzheim"
7.442826,48.3843282,"Eichhoffen"
7.4993743,48.162448,"Elsenheim"
7.5403628,48.6341523,"Fessenheim-le-Bas"
7.5830522,48.8136836,"Ettendorf"
7.1336718,48.8707273,"Eywiller"
7.2962895,48.8136429,"Eschbourg"
7.1153691,48.8591678,"Eschwiller"
7.3819672,48.793086,"Ernolsheim-lès-Saverne"
7.7371577,48.8744089,"Eschbach"
7.7221214,48.9452293,"Frœschwiller"
7.6722451,48.3089525,"Friesenheim"
7.4852203,48.7072103,"Friedolsheim"
7.2697906,48.3287605,"Fouchy"
7.7150451,48.8977942,"Forstheim"
8.0394414,48.8611178,"Forstfeld"
7.7649421,48.9534788,"Gœrsdorf"
7.0830522,48.7966632,"Gœrlingen"
7.5897915,48.7175202,"Gingsheim"
7.4673481,48.4122177,"Gertwiller"
7.5029859,48.7882977,"Geiswiller"
7.5616233,48.6125396,"Furdenheim"
7.4386197,48.7189587,"Furchhausen"
7.2811409,48.9086577,"Frohmuhl"
7.667722,48.63551,"Griesheim-sur-Souffel"
7.5332489,48.5036202,"Griesheim-près-Molsheim"
7.1569638,48.8815223,"Gungwiller"
7.6309516,48.9075169,"Gumbrechtshoffen"
7.3397804,48.7147145,"Haegen"
7.7629671,48.9141567,"Gunstett"
7.6157491,48.5603561,"Hangenbieten"
7.5780717,48.6036524,"Handschuheim"
7.4808619,48.7755403,"Gottesheim"
7.3619153,48.7216309,"Gottenhouse"
7.4852785,48.4336119,"Goxwiller"
7.5669472,48.7025685,"Gougenheim"
7.6141165,48.8192697,"Grassendorf"
7.4307911,48.5357347,"Gresswiller"
7.3233331,48.4930562,"Grendelbruch"
7.0820756,49.0156764,"Herbitzheim"
7.6314436,48.3496926,"Herbsheim"
7.5530079,48.2106317,"Hessenheim"
7.5632388,48.2877709,"Hilsenheim"
7.6384356,48.4704922,"Hindisheim"
7.2889753,48.9063424,"Hinsbourg"
6.9937125,48.9526317,"Hinsingen"
7.6771383,48.4666598,"Hipsheim"
7.0405839,48.9336331,"Harskirchen"
7.9773475,48.9016734,"Hatten"
7.4222071,48.7911228,"Hattmatt"
7.7403614,48.8904677,"Hegeney"
7.517193,48.2017845,"Heidolsheim"
7.390568,48.5388227,"Heiligenberg"
7.4508332,48.4238894,"Heiligenstein"
7.3326274,48.6671688,"Hengwiller"
7.9367693,48.9735557,"Ingolsheim"
7.5193525,48.7351268,"Ingenheim"
7.6795727,48.4762574,"Ichtratzheim"
7.6407924,48.801373,"Huttendorf"
7.4314402,48.3640942,"Itterswiller"
7.5926008,48.6056984,"Ittenheim"
7.5367636,48.8054219,"Issenhausen"
7.5732628,48.4963949,"Innenheim"
7.615797,48.7147911,"Hohatzenheim"
7.9413269,48.9293077,"Hoffen"
7.6767672,48.7783977,"Hochstett"
7.1122936,48.8369994,"Hirschland"
7.591474,48.6174604,"Hurtigheim"
7.5767548,48.7304571,"Hohfrankenheim"
7.4746756,48.66192,"Hohengœft"
7.396165,48.2550027,"Kintzheim"
7.4966532,48.6102516,"Kirchheim"
7.8579347,48.6767337,"Kilstett"
7.5992041,48.8622453,"Kindwiller"
7.4442616,48.6913611,"Kleingœft"
7.4611858,48.6810861,"Knœrsheim"
7.0642009,48.8226007,"Kirrberg"
7.5098294,48.8053347,"Bosselshausen"
8.0280196,48.8521717,"Kauffenheim"
7.8834803,48.9647322,"Keffenach"
7.4152742,48.6701543,"Jetterswiller"
7.8330608,48.7909298,"Kaltenhouse"
8.067573,48.8755617,"Kesseldorf"
7.5797369,48.6894375,"Kienheim"
7.5680778,48.3803743,"Kertzfeld"
7.044741,48.9719408,"Keskastel"
7.4951522,48.6896609,"Landersheim"
7.8173304,48.9578208,"Lampertsloch"
7.7203596,48.8823201,"Laubach"
7.7340273,48.9680153,"Langensoultzbach"
7.3047005,48.2869414,"La Vancelle"
7.3205518,48.8579269,"La Petite-Pierre"
7.2647644,48.3298305,"Lalaye"
7.611703,48.8505416,"La Walck"
7.8066392,48.7394486,"Kurtzenhouse"
7.731082,48.7568129,"Kriegsheim"
7.8569409,48.9338021,"Kutzenhausen"
7.5233697,48.6437325,"Kuttolsheim"
7.5891411,48.5616222,"Kolbsheim"
7.5417559,48.3370329,"Kogenheim"
7.6856396,48.7374229,"Krautwiller"
7.567958,48.4770169,"Krautergersheim"
7.4868577,48.7372373,"Lupstein"
7.5638117,48.1842906,"Mackenheim"
7.175808,48.9259941,"Mackwiller"
7.8446537,48.9623633,"Lobsann"
7.4151287,48.6962505,"Lochwiller"
7.244721,48.8578443,"Lohr"
7.1761381,48.9524526,"Lorentzen"
7.6448634,48.4560421,"Limersheim"
7.6661348,48.4910447,"Lipsheim"
7.4886348,48.7283966,"Littenheim"
7.5503511,48.7937938,"Lixhausen"
7.3303951,48.4039977,"Le Hohwald"
7.789664,49.0038372,"Lembach"
8.0213659,48.8420382,"Leutenheim"
7.4812268,48.9212959,"Lichtenberg"
7.6449023,48.7585591,"Mommenheim"
7.3861117,48.5072228,"Mollkirch"
7.6528948,48.7003431,"Mittelschaeffolsheim"
7.6312834,48.7101401,"Mittelhausen"
7.6929349,48.6139556,"Mittelhausbergen"
7.4425002,48.3966676,"Mittelbergheim"
7.6230497,48.7858527,"Minversheim"
7.6417761,48.879237,"Mietesheim"
7.8263575,48.9397826,"Merkwiller-Pechelbronn"
7.4991787,48.8602565,"Menchhoffen"
7.8707459,48.9591786,"Memmelshoffen"
7.521508,48.7573874,"Melsheim"
7.5425599,48.4491023,"Meistratzheim"
7.6235444,48.3960038,"Matzenheim"
7.2638217,48.3528156,"Maisonsgoutte"
7.4632058,48.7001926,"Maennolsheim"
8.0856866,48.8237291,"Neuhaeusel"
7.3145911,48.3283326,"Neuve-Église"
7.3397124,48.3052558,"Neubois"
7.540721,48.6583004,"Neugartheim-Ittlenheim"
8.1262948,48.9549618,"Neewiller-près-Lauterbourg"
7.5358375,48.2693062,"Muttersholtz"
7.5890811,48.7407527,"Mutzenhouse"
8.1484455,48.9196671,"Munchhausen"
7.5223726,48.2280541,"Mussig"
7.2986623,48.5168488,"Muhlbach-sur-Bruche"
7.5527146,48.8823608,"Mulhausen"
7.6251976,48.8212612,"Morschwiller"
8.1541671,48.9330379,"Mothern"
7.3790239,48.7551151,"Monswiller"
7.7427484,48.9008657,"Morsbronn-les-Bains"
7.922384,49.0154167,"Oberhoffen-lès-Wissembourg"
7.7581997,48.9246184,"Oberdorf-Spachbach"
7.6883345,49.0366448,"Obersteinbach"
7.4498076,48.8523418,"Obersoultzbach"
7.9747486,48.921507,"Oberrœdern"
7.5367433,48.8444108,"Obermodern"
7.5434528,48.9105203,"Offwiller"
7.9123631,48.7118236,"Offendorf"
7.1292223,48.9999062,"Oermingen"
7.489448,48.6011552,"Odratzheim"
7.3799809,48.2422436,"Orschwiller"
7.6731395,48.6967773,"Olwisheim"
7.5081918,48.1840416,"Ohnenheim"
7.7001672,48.8106263,"Ohlungen"
7.7047733,48.625082,"Niederhausbergen"
7.239969,48.4387125,"Neuviller-la-Roche"
7.4048703,48.8245602,"Neuwiller-lès-Saverne"
7.5158057,48.4516639,"Niedernai"
8.0485199,48.906411,"Niederrœdern"
8.1037078,48.9733424,"Niederlauterbach"
7.6269596,48.846175,"Niedermodern"
7.7115471,49.0301791,"Niedersteinbach"
7.5072384,48.6365157,"Nordheim"
7.7384775,48.7734385,"Niederschaeffolsheim"
7.4678288,48.8491398,"Niedersoultzbach"
7.6908809,48.3608678,"Obenheim"
7.6084794,48.9421695,"Oberbronn"
7.6735124,48.4492097,"Nordhouse"
7.4193528,48.3551818,"Nothalten"
7.2398985,48.9539704,"Ratzwiller"
7.1991665,48.3752767,"Ranrupt"
7.1085172,48.81156,"Rauwiller"
7.465091,48.9327796,"Reipertswiller"
7.3178235,48.6765577,"Reinhardsmunster"
7.4058493,48.684729,"Reutenbourg"
7.8821694,48.9499623,"Retschwiller"
7.5954685,48.2251122,"Richtolsheim"
7.1804446,48.9011528,"Rexingen"
7.128209,48.9292926,"Rimsdorf"
7.9538863,48.9941203,"Riedseltz"
7.5544675,48.8070172,"Ringendorf"
7.6080597,48.8253942,"Ringeldorf"
8.0350242,48.8294368,"Rœschwoog"
7.9526235,48.9032081,"Rittershoffen"
7.5555748,48.5869987,"Osthoffen"
7.6433126,48.4029792,"Osthouse"
7.3513203,48.7552401,"Ottersthal"
7.3755834,48.7272524,"Otterswiller"
7.4232432,48.4569926,"Ottrott"
7.2301491,48.8643678,"Ottwiller"
7.2688962,48.8698861,"Petersbach"
7.2580475,48.8059991,"Pfalzweyer"
7.6453191,48.6611341,"Pfettisheim"
7.6716419,48.6444298,"Pfulgriesheim"
7.1463125,48.4193486,"Plaine"
7.800218,48.9457035,"Preuschdorf"
7.4786781,48.7905318,"Printzheim"
7.3159124,48.9122625,"Puberg"
7.5729994,48.6269737,"Quatzenheim"
7.4770924,48.6658393,"Rangen"
7.370262,48.6669994,"Salenthal"
7.3621916,48.3302419,"Saint-Pierre-Bois"
7.4718731,48.3832725,"Saint-Pierre"
7.4244099,48.4459088,"Saint-Nabor"
7.3363439,48.3275249,"Saint-Maurice"
7.2904854,48.3500473,"Saint-Martin"
7.3619804,48.7712147,"Saint-Jean-Saverne"
7.1624999,48.404723,"Saint-Blaise-la-Roche"
7.5625329,48.8333706,"Schalkendorf"
7.564025,48.7325078,"Schaffhouse-sur-Zorn"
8.0988935,48.9097061,"Schaffhouse-près-Seltz"
7.6220371,48.4280478,"Schaeffersheim"
7.130182,48.3916751,"Saulxures"
7.0839626,48.9227221,"Sarrewerden"
7.6138847,48.3836463,"Sand"
8.0761696,48.978405,"Salmbach"
7.3408575,48.9336375,"Rosteig"
7.4404103,48.5058902,"Rosenwiller"
7.6166727,48.3400609,"Rossfeld"
7.4062711,48.6436389,"Romanswiller"
8.0550447,48.8447492,"Roppenheim"
7.5470504,48.6961101,"Rohr"
7.90439,48.7557,"Rohrwiller"
7.6197219,48.2360875,"Saasenheim"
7.5138291,48.7089003,"Saessolsheim"
7.2597438,48.4961277,"Russ"
7.1068599,48.3489201,"Saales"
7.7130396,48.7562883,"Rottelsheim"
7.5289497,48.907232,"Rothbach"
7.9082695,49.0229924,"Rott"
7.3877684,48.6711152,"Singrist"
7.0941166,49.0630524,"Siltzheim"
7.9880313,48.7980979,"Sessenheim"
7.5525003,48.3463648,"Sermersheim"
7.2054392,48.8417392,"Siewiller"
8.0427704,48.9573176,"Siegen"
7.9306409,49.011386,"Steinseltz"
7.2566924,48.8948123,"Struth"
7.4973527,48.3788415,"Stotzheim"
7.4148549,48.8779284,"Sparsbach"
7.4136731,48.7706751,"Steinbourg"
7.2356547,48.3612237,"Steige"
7.90503,48.8004792,"Schirrhein"
7.9207544,48.8054085,"Schirrhoffen"
8.0441146,48.9894363,"Schleithal"
7.5689621,48.6575817,"Schnersheim"
7.494224,48.594251,"Scharrachbergheim-Irmstett"
8.1376453,48.9776565,"Scheibenhard"
7.5355863,48.7652844,"Scherlenheim"
7.525149,48.8722872,"Schillersdorf"
7.4133324,48.714112,"Schwenheim"
7.6006749,48.7567826,"Schwindratzheim"
7.5761488,48.2323684,"Schwobsheim"
7.9892398,48.9711247,"Seebach"
7.6474415,48.2226337,"Schœnau"
7.2670683,48.8341489,"Schœnbourg"
7.9138837,48.952534,"Schœnenbourg"
7.0523814,48.9459555,"Schopperten"
7.2172774,48.92782,"Waldhambach"
7.4388212,48.7333201,"Waldolwisheim"
7.7896643,48.886899,"Walbourg"
7.2135392,48.4134801,"Waldersbach"
7.3080906,48.622915,"Wangenbourg-Engenthal"
7.4410878,48.8718354,"Weinbourg"
7.6283294,48.7475572,"Waltenheim-sur-Zorn"
7.4672164,48.6182515,"Wangen"
7.4889969,48.8471313,"Uttwiller"
7.5227937,48.4222377,"Valff"
7.5980717,48.4119636,"Uttenheim"
7.6542872,48.8930256,"Uttenhoffen"
7.3000178,48.9470732,"Volksberg"
7.6845613,48.76465,"Wahlenheim"
7.3034728,48.3426621,"Villé"
7.1392227,48.9614964,"Vœllerdingen"
7.6300995,48.8503065,"Uberach"
8.0235967,48.9399791,"Trimbach"
7.325348,48.3376446,"Triembach-au-Val"
7.466511,48.5950594,"Traenheim"
7.224641,48.3261732,"Urbeis"
7.5787058,48.8783245,"Uhrwiller"
7.674773,48.8211013,"Uhlwiller"
7.8484221,48.9096656,"Surbourg"
7.6041702,48.2515599,"Sundhouse"
7.6250218,48.6285965,"Stutzheim-Offenheim"
7.9899893,48.925141,"Stundwiller"
7.25061,48.9055625,"Tieffenbach"
7.3497279,48.3204003,"Thanvillé"
7.3530444,48.7030253,"Thal-Marmoutier"
7.1444497,48.9104241,"Thal-Drulingen"
7.0741552,48.8789892,"Wolfskirchen"
7.4508267,48.7038603,"Wolschheim"
7.5135709,48.5693511,"Wolxheim"
7.4505157,48.6712088,"Zehnacker"
7.4862746,48.6727664,"Zeinheim"
7.4982333,48.3978984,"Zellwiller"
7.5916643,48.9207487,"Zinswiller"
7.3474764,48.8999202,"Zittersheim"
8.1028449,48.9354309,"Wintzenbach"
7.5128355,48.6594158,"Wintzenheim-Kochersberg"
7.6120659,48.3129877,"Witternheim"
7.6582537,48.7817519,"Wittersheim"
7.5864947,48.2644141,"Wittisheim"
7.6063849,48.6397249,"Wiwersheim"
7.7432539,48.9399476,"Wœrth"
7.5104538,48.7483849,"Wilwisheim"
7.5109528,48.6702307,"Willgottheim"
7.6847666,48.9950168,"Windstein"
7.420927,48.9119492,"Wimmenau"
7.3803702,48.9191426,"Wingen-sur-Moder"
7.8134714,49.0253894,"Wingen"
7.7014593,48.793286,"Wintershouse"
7.6372153,48.7215964,"Wingersheim"
7.4131808,48.8539154,"Weiterswiller"
7.2525799,48.9200158,"Weislingen"
7.5905713,48.3971559,"Westhouse"
7.440422,48.6028986,"Westhoffen"
7.1591518,48.8550847,"Weyer"
7.4497221,48.685906,"Westhouse-Marmoutier"
7.5302727,48.7832812,"Wickersheim-Wilshausen"
7.5237331,48.7938853,"Zœbersdorf"
7.5606558,48.0052375,"Algolsheim"
7.1123626,47.6062303,"Altenach"
7.2825373,48.1261389,"Ammerschwihr"
7.1713365,47.6892401,"Ammertzwiller"
7.4181601,48.0635889,"Andolsheim"
7.4406042,48.027117,"Appenwihr"
7.5440064,48.114993,"Artzenheim"
7.2340926,47.6428428,"Aspach"
7.1529679,47.7627813,"Aspach-le-Bas"
7.132489,47.7766483,"Aspach-le-Haut"
7.4638015,47.5658426,"Attenschwiller"
7.2218863,48.19752,"Aubure"
7.540449,47.9277922,"Balgau"
7.1615727,47.6252705,"Ballersdorf"
7.1688307,47.6696152,"Balschwiller"
7.5537126,48.0937187,"Baltzenheim"
7.380785,47.8196237,"Battenheim"
7.5131581,47.8238599,"Bantzenheim"
7.0669171,47.6890753,"Bellemagny"
7.3257472,48.1586399,"Beblenheim"
7.3260346,48.1437763,"Bennwihr"
7.28219,47.488307,"Bendorf"
7.3621743,48.2056683,"Bergheim"
7.3833157,47.5868606,"Berentzwiller"
7.2342622,47.9305945,"Bergholtzzell"
7.2470669,47.9191956,"Bergholtz"
7.2176669,47.8497236,"Berrwiller"
7.1913237,47.6921763,"Bernwiller"
7.4153329,47.509586,"Bettlach"
7.2770871,47.5852476,"Bettendorf"
7.3896085,47.9585244,"Biltzheim"
7.4450657,47.4714316,"Biederthal"
7.5393029,47.8861417,"Blodelsheim"
7.0614783,47.7734183,"Bourbach-le-Bas"
7.4374385,48.0973998,"Bischwihr"
7.2159842,47.5373075,"Bisel"
7.070812,47.6690573,"Bréchaumont"
7.1022603,48.0244907,"Breitenbach-Haut-Rhin"
7.0293164,47.7982493,"Bourbach-le-Haut"
7.3448493,47.5064071,"Bouxwiller"
7.3606853,47.7007377,"Bruebach"
7.1501845,47.6565847,"Buethwiller"
7.0684157,47.7013731,"Bretten"
7.4603637,47.6272252,"Brinckheim"
7.5057545,47.5582234,"Buschwiller"
7.2090374,47.6178541,"Carspach"
7.1647103,47.7195745,"Burnhaupt-le-Bas"
7.1463233,47.7316899,"Burnhaupt-le-Haut"
7.1165133,47.6318769,"Dannemarie"
7.1982104,47.461597,"Courtavon"
7.0232296,47.631932,"Chavannes-sur-l'Étang"
7.5419441,47.8213899,"Chalampé"
7.4036647,47.69174,"Dietwiller"
7.1141717,47.7078179,"Diefmatten"
7.301903,47.719272,"Didenheim"
7.4891929,47.97628,"Dessenheim"
7.5036837,48.0933821,"Durrenentzen"
7.3384881,47.527824,"Durmenach"
7.2411604,47.4869525,"Durlinsdorf"
6.9328128,47.8052045,"Dolleren"
7.2897134,47.6237338,"Emlingen"
7.0805196,47.6412133,"Elbach"
7.3079618,48.0447968,"Eguisheim"
7.1827818,47.6652211,"Eglingen"
7.2639794,47.5349186,"Feldbach"
7.2730686,47.8647485,"Feldkirch"
6.9884602,47.8951098,"Fellering"
7.3141424,47.4944546,"Ferrette"
7.1458655,48.0319567,"Eschbach-au-Val"
7.3978018,47.7142266,"Eschentzwiller"
7.0511048,47.7027803,"Eteimbes"
7.1332198,47.6810891,"Falkwiller"
7.3543563,47.6026172,"Franken"
