"lead_ppb","StreetAddress","City","State","ZIP","Latitude","Longitude","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips"
0,"533 RED BEECH DR","FLINT","MI",48506,43.051354,-83.637617,"TwoThousandTen",NA,870,NA,31800,0,22420,3000,3,120.06,49,26
0,"3518 DALE AVE","FLINT","MI",48506,43.0344398881761,-83.6427538537847,"TwoThousandTen",29000,2162,NA,29000,0,22420,3016,3,27,49,26
0,"924 LAFAYETTE ST","FLINT","MI",48503,43.0181527049816,-83.6640305194177,"TwoThousandTen",29000,2162,NA,29000,0,22420,3013,3,30,49,26
0,"1733 ARIZONA AVE","FLINT","MI",48506,43.0462305622725,-83.6677865725235,"TwoThousandTen",29000,2162,NA,29000,0,22420,1006,1,22,49,26
0,"4507 LYNBROOK DR","FLINT","MI",48507,42.9825813328228,-83.7038281977422,"TwoThousandTen",29000,2162,NA,29000,0,22420,5010,5,135,49,26
0,"2801 LIPPINCOTT BLVD","FLINT","MI",48507,43.0039610146724,-83.648063548951,"TwoThousandTen",29000,2162,NA,29000,0,22420,2049,2,31,49,26
0,"2959 MCCLURE AVE","FLINT","MI",48506,43.0471861237597,-83.6531555365712,"TwoThousandTen",29000,2162,NA,29000,0,22420,1016,1,24,49,26
0,"2020 STEVENSON ST","FLINT","MI",48504,43.0233831396663,-83.716397039723,"TwoThousandTen",29000,2162,NA,29000,0,22420,4003,4,13,49,26
0,"3929 AUGUSTA ST","FLINT","MI",48532,43.0013603302684,-83.7372248253935,"TwoThousandTen",29000,2162,NA,29000,0,22420,3003,3,36,49,26
0,"817 MCKEIGHAN AVE","FLINT","MI",48507,42.9836120645653,-83.6597042594062,"TwoThousandTen",29000,2162,NA,29000,0,22420,3008,3,35,49,26
0,"1224 VINCENT CT APT 21","FLINT","MI",48503,43.0237973324137,-83.7076202534472,"TwoThousandTen",29000,2162,NA,29000,0,22420,2000,2,15,49,26
0,"1637 INDIANA AVE","FLINT","MI",48506,43.0324089092688,-83.6692915564089,"TwoThousandTen",29000,2162,NA,29000,0,22420,2000,2,26,49,26
0,"3314 DAKOTA AVE","FLINT","MI",48506,43.0414966857679,-83.6452927966803,"TwoThousandTen",29000,2162,NA,29000,0,22420,2002,2,27,49,26
0,"6908 PARKBELT DR","FLINT","MI",48505,43.0736559983849,-83.7223913164938,"TwoThousandTen",29000,2162,NA,29000,0,22420,2002,2,1,49,26
0,"2731 SLOAN ST","FLINT","MI",48504,43.024128662136,-83.7270854941937,"TwoThousandTen",29000,2162,NA,29000,0,22420,2013,2,13,49,26
0,"951 LEXINGTON AVE","FLINT","MI",48507,42.9983862332956,-83.6923335961889,"TwoThousandTen",29000,2162,NA,29000,0,22420,1008,1,40,49,26
0,"2423 TUSCOLA ST","FLINT","MI",48503,43.0248740969741,-83.6585525849087,"TwoThousandTen",29000,2162,NA,29000,0,22420,2004,2,30,49,26
0,"1017 MACDONALD AVE","FLINT","MI",48507,42.9828052959298,-83.6568939151427,"TwoThousandTen",29000,2162,NA,29000,0,22420,3007,3,35,49,26
0,"3301 CHEROKEE AVE","FLINT","MI",48507,42.9931276935255,-83.6579769049957,"TwoThousandTen",29000,2162,NA,29000,0,22420,2002,2,33,49,26
0,"2927 AGREE AVE","FLINT","MI",48506,43.0479274083899,-83.653745891067,"TwoThousandTen",29000,2162,NA,29000,0,22420,1009,1,24,49,26
0,"2734 SWAYZE ST","FLINT","MI",48503,43.0020230273292,-83.7234935499996,"TwoThousandTen",29000,2162,NA,29000,0,22420,4000,4,36,49,26
0,"2610 LAKEWOOD CT","FLINT","MI",48507,42.9978499159322,-83.6690942844667,"TwoThousandTen",29000,2162,NA,29000,0,22420,1025,1,33,49,26
0,"2734 ALPHA WAY","FLINT","MI",48506,43.0608098274763,-83.6562690712549,"TwoThousandTen",29000,2162,NA,29000,0,22420,3023,3,19,49,26
0,"5510 LESLIE DR","FLINT","MI",48504,43.0635124304726,-83.7246727323315,"TwoThousandTen",29000,2162,NA,29000,0,22420,1011,1,3,49,26
0,"805 CAMPBELL ST","FLINT","MI",48507,42.9879336867203,-83.6882469935024,"TwoThousandTen",29000,2162,NA,29000,0,22420,3006,3,40,49,26
0,"3821 MANN HALL AVE","FLINT","MI",48532,43.0052499853276,-83.7354380050505,"TwoThousandTen",29000,2162,NA,29000,0,22420,1009,1,36,49,26
0,"3715 SUNRIDGE DR","FLINT","MI",48506,43.0483303054447,-83.649416865883,"TwoThousandTen",29000,2162,NA,29000,0,22420,2002,2,24,49,26
0,"6707 PARKBELT DR","FLINT","MI",48505,43.0720171688393,-83.7225787738072,"TwoThousandTen",29000,2162,NA,29000,0,22420,2003,2,1,49,26
0,"2901 HENRY ST","FLINT","MI",48506,43.0486311313212,-83.6542548885673,"TwoThousandTen",29000,2162,NA,29000,0,22420,1010,1,24,49,26
0,"2719 WILTON PL","FLINT","MI",48506,43.0643630724659,-83.6560398732425,"TwoThousandTen",29000,2162,NA,29000,0,22420,1002,1,19,49,26
0,"1908 GLENDALE AVE","FLINT","MI",48503,43.0231904201147,-83.6651576929336,"TwoThousandTen",29000,2162,NA,29000,0,22420,1012,1,30,49,26
0,"1928 WEAVER ST","FLINT","MI",48506,43.0498325783437,-83.6648637645037,"TwoThousandTen",29000,2162,NA,29000,0,22420,2003,2,23,49,26
0,"2521 WOODROW AVE","FLINT","MI",48506,43.0374900973062,-83.6585352614211,"TwoThousandTen",29000,2162,NA,29000,0,22420,3002,3,23,49,26
0,"2010 BARKS ST","FLINT","MI",48503,43.0056584898852,-83.6607456303994,"TwoThousandTen",29000,2162,NA,29000,0,22420,3018,3,32,49,26
0,"617 S LYNCH ST","FLINT","MI",48503,43.0207411588519,-83.6590719249987,"TwoThousandTen",29000,2162,NA,29000,0,22420,2016,2,30,49,26
0,"3628 CRAIG DR","FLINT","MI",48506,43.0446070852529,-83.6403234132381,"TwoThousandTen",29000,2162,NA,29000,0,22420,3008,3,24,49,26
0,"3425 HUGGINS AVE","FLINT","MI",48506,43.0459944091107,-83.6418119195112,"TwoThousandTen",29000,2162,NA,29000,0,22420,3003,3,24,49,26
0,"1705 ARLINGTON AVE","FLINT","MI",48506,43.0317193139928,-83.663230195009,"TwoThousandTen",29000,2162,NA,29000,0,22420,4001,4,26,49,26
0,"2001 N CENTER RD APT 209","FLINT","MI",48506,43.0342397218115,-83.6354915412456,"TwoThousandTen",29000,2162,NA,29000,0,22420,3006,3,27,49,26
0,"3510 PROCTOR AVE","FLINT","MI",48504,43.0470621227491,-83.7183092693035,"TwoThousandTen",29000,2162,NA,29000,0,22420,3005,3,7,49,26
0,"2201 WISCONSIN AVE","FLINT","MI",48506,43.0310850539969,-83.661652858998,"TwoThousandTen",29000,2162,NA,29000,0,22420,5006,5,26,49,26
0,"3342 HULL ST","FLINT","MI",48507,42.9791989869996,-83.6941629826268,"TwoThousandTen",NA,870,NA,29020,0,22420,3004,3,110.1,49,26
0,"420 S MEADE ST","FLINT","MI",48503,43.0229620988012,-83.6561740322221,"TwoThousandTen",29000,2162,NA,29000,0,22420,2010,2,30,49,26
0,"3602 N TERM ST","FLINT","MI",48506,43.0471829491317,-83.6444555719698,"TwoThousandTen",29000,2162,NA,29000,0,22420,3003,3,24,49,26
0,"1616 CALUMET ST","FLINT","MI",48503,43.0160161568078,-83.6684295691105,"TwoThousandTen",29000,2162,NA,29000,0,22420,3025,3,30,49,26
0,"4007 CIRCLE DR","FLINT","MI",48507,42.9873726541617,-83.665364062522,"TwoThousandTen",29000,2162,NA,29000,0,22420,2010,2,35,49,26
0,"2501 E 2ND ST","FLINT","MI",48503,43.022130019681,-83.6581938545636,"TwoThousandTen",29000,2162,NA,29000,0,22420,2008,2,30,49,26
0,"2801 LIPPINCOTT BLVD","FLINT","MI",48507,43.0039610146724,-83.648063548951,"TwoThousandTen",29000,2162,NA,29000,0,22420,2049,2,31,49,26
0,"3601 PROCTOR AVE","FLINT","MI",48504,43.0476967074173,-83.7184843831759,"TwoThousandTen",29000,2162,NA,29000,0,22420,5009,5,7,49,26
0,"402 E PULASKI AVE","FLINT","MI",48505,43.0601133149958,-83.698926745603,"TwoThousandTen",29000,2162,NA,29000,0,22420,4001,4,6,49,26
0,"4502 CHEYENNE AVE","FLINT","MI",48507,42.9836183572961,-83.6556216104774,"TwoThousandTen",29000,2162,NA,29000,0,22420,3002,3,35,49,26
0,"3306 YALE ST","FLINT","MI",48503,42.9949385430394,-83.7290990375137,"TwoThousandTen",29000,2162,NA,29000,0,22420,5009,5,36,49,26
0,"822 LELAND ST","FLINT","MI",48507,42.9873635448794,-83.6886541092854,"TwoThousandTen",29000,2162,NA,29000,0,22420,3006,3,40,49,26
0,"1000 OAK ST APT 102","FLINT","MI",48503,43.0089271914772,-83.6916946251665,"TwoThousandTen",29000,2162,NA,29000,0,22420,3022,3,28,49,26
0,"1840 HAMPDEN RD","FLINT","MI",48503,42.9961653048521,-83.7226153869713,"TwoThousandTen",29000,2162,NA,29000,0,22420,6019,6,36,49,26
0,"3421 RANGELEY ST APT 4","FLINT","MI",48503,43.0181298029821,-83.6408712646742,"TwoThousandTen",29000,2162,NA,29000,0,22420,2019,2,31,49,26
0,"5410 FLEMING RD","FLINT","MI",48504,43.0624156049697,-83.7235545392418,"TwoThousandTen",29000,2162,NA,29000,0,22420,2009,2,3,49,26
0,"1902 LYNBROOK DR","FLINT","MI",48507,42.9838329384936,-83.7095202649742,"TwoThousandTen",29000,2162,NA,29000,0,22420,5009,5,135,49,26
0,"329 ALLENDALE PL","FLINT","MI",48503,43.012713948393,-83.7260933362816,"TwoThousandTen",29000,2162,NA,29000,0,22420,5002,5,16,49,26
0,"1717 S DORT HWY","FLINT","MI",48503,43.0105683486509,-83.6541733376461,"TwoThousandTen",29000,2162,NA,29000,0,22420,2041,2,31,49,26
0,"629 W RUTH AVE","FLINT","MI",48505,43.0700513818844,-83.712237323566,"TwoThousandTen",29000,2162,NA,29000,0,22420,3008,3,2,49,26
0,"1906 E CARPENTER RD","FLINT","MI",48505,43.0759940882098,-83.6658461040604,"TwoThousandTen",29000,2162,NA,29000,0,22420,1000,1,18,49,26
0,"4401 SHAWNEE AVE","FLINT","MI",48507,42.9841024622556,-83.6564618367899,"TwoThousandTen",29000,2162,NA,29000,0,22420,3002,3,35,49,26
0,"1109 BURLINGTON DR","FLINT","MI",48503,43.0154840406832,-83.6390130053537,"TwoThousandTen",29000,2162,NA,29000,0,22420,2034,2,31,49,26
0,"201 HASTINGS ST","FLINT","MI",48503,43.0247727641044,-83.6623032276158,"TwoThousandTen",29000,2162,NA,29000,0,22420,1004,1,30,49,26
0,"1827 PARK FOREST DR","FLINT","MI",48507,42.9876570563905,-83.7079993761605,"TwoThousandTen",29000,2162,NA,29000,0,22420,5015,5,135,49,26
0,"4121 MENTON ST","FLINT","MI",48507,42.986486602026,-83.6664889473191,"TwoThousandTen",29000,2162,NA,29000,0,22420,2016,2,35,49,26
0,"3118 BRANDON ST","FLINT","MI",48503,42.9963776505782,-83.7277833810367,"TwoThousandTen",29000,2162,NA,29000,0,22420,5008,5,36,49,26
0,"3107 CAMDEN AVE","FLINT","MI",48507,42.993573376422,-83.6879359778687,"TwoThousandTen",29000,2162,NA,29000,0,22420,2008,2,40,49,26
0,"605 CHANDLER ST","FLINT","MI",48503,43.0208693604844,-83.6600509258685,"TwoThousandTen",29000,2162,NA,29000,0,22420,2022,2,30,49,26
0,"1525 S FRANKLIN AVE","FLINT","MI",48503,43.0130262422135,-83.6647058908402,"TwoThousandTen",29000,2162,NA,29000,0,22420,3033,3,30,49,26
0,"909 BARRIE AVE","FLINT","MI",48507,42.9948393918062,-83.6907915177817,"TwoThousandTen",29000,2162,NA,29000,0,22420,1022,1,40,49,26
0,"902 E RIDGEWAY AVE","FLINT","MI",48505,43.06193446473,-83.6890772609648,"TwoThousandTen",29000,2162,NA,29000,0,22420,2047,2,17,49,26
0,"4313 MILTON DR","FLINT","MI",48507,42.9846249127364,-83.67369240258,"TwoThousandTen",29000,2162,NA,29000,0,22420,1006,1,35,49,26
0,"2720 WESTWOOD PKWY","FLINT","MI",48503,42.9956272694151,-83.7203966980833,"TwoThousandTen",29000,2162,NA,29000,0,22420,6028,6,36,49,26
0,"210 W LORADO AVE","FLINT","MI",48505,43.0709617962547,-83.7072680668194,"TwoThousandTen",29000,2162,NA,29000,0,22420,3000,3,2,49,26
0,"3101 CHEROKEE AVE","FLINT","MI",48507,42.9945683166934,-83.658017816076,"TwoThousandTen",29000,2162,NA,29000,0,22420,1022,1,33,49,26
0,"3826 PITKIN AVE","FLINT","MI",48506,43.0309009867467,-83.6374570761835,"TwoThousandTen",29000,2162,NA,29000,0,22420,4027,4,27,49,26
0,"602 KENSINGTON AVE","FLINT","MI",48503,43.0210893202181,-83.6665987750912,"TwoThousandTen",29000,2162,NA,29000,0,22420,1022,1,30,49,26
0,"3506 MACKIN RD","FLINT","MI",48504,43.031916740198,-83.7364037896092,"TwoThousandTen",29000,2162,NA,29000,0,22420,2028,2,12,49,26
0,"1214 E CARPENTER RD","FLINT","MI",48505,43.0756883217699,-83.6803908212159,"TwoThousandTen",29000,2162,NA,29000,0,22420,2004,2,17,49,26
0,"3243 W LYNDON AVE","FLINT","MI",48504,43.0630837569125,-83.7425908183429,"TwoThousandTen",NA,870,NA,55980,0,22420,2060,2,105.01,49,26
0,"3745 DOLPHAINE LN","FLINT","MI",48506,43.0474196959191,-83.6389041841264,"TwoThousandTen",29000,2162,NA,29000,0,22420,3002,3,24,49,26
0,"2010 N DORT HWY","FLINT","MI",48506,43.0338221165002,-83.6552497308321,"TwoThousandTen",29000,2162,NA,29000,0,22420,1025,1,27,49,26
0,"2706 PLAINFIELD AVE","FLINT","MI",48506,43.0586334959166,-83.6565985388114,"TwoThousandTen",29000,2162,NA,29000,0,22420,3020,3,19,49,26
0,"1820 CHELSEA CIR","FLINT","MI",48503,43.0014096903741,-83.7091398591614,"TwoThousandTen",29000,2162,NA,29000,0,22420,6001,6,36,49,26
0,"3816 ORR ST","FLINT","MI",48532,43.0046643469135,-83.73542122325,"TwoThousandTen",29000,2162,NA,29000,0,22420,1009,1,36,49,26
0,"3207 BRANCH RD","FLINT","MI",48506,43.0435552793676,-83.6506080794324,"TwoThousandTen",29000,2162,NA,29000,0,22420,1018,1,24,49,26
0,"3462 EVERGREEN PKWY","FLINT","MI",48503,43.0082901739311,-83.6431954144167,"TwoThousandTen",29000,2162,NA,29000,0,22420,1005,1,31,49,26
0,"4807 CANTERBURY LN","FLINT","MI",48504,43.0577887935601,-83.7315068468924,"TwoThousandTen",29000,2162,NA,29000,0,22420,1000,1,5,49,26
0,"424 W MARENGO AVE","FLINT","MI",48505,43.0595220008225,-83.7088603438558,"TwoThousandTen",29000,2162,NA,29000,0,22420,2001,2,6,49,26
0,"3710 BRUNSWICK AVE","FLINT","MI",48507,42.9893743186054,-83.6906909748868,"TwoThousandTen",29000,2162,NA,29000,0,22420,2031,2,40,49,26
0,"725 COLUMBIA DR","FLINT","MI",48503,43.028538239751,-83.6919116335317,"TwoThousandTen",29000,2162,NA,29000,0,22420,1021,1,136,49,26
0,"3201 COLORADO AVE","FLINT","MI",48506,43.0450608233715,-83.647992377187,"TwoThousandTen",29000,2162,NA,29000,0,22420,2007,2,24,49,26
0,"6021 COVERED WAGONS TRL","FLINT","MI",48532,43.0288369024362,-83.8018963110132,"TwoThousandTen",NA,870,NA,29020,0,22420,4002,4,108.1,49,26
0,"5911 SUSAN ST","FLINT","MI",48505,43.0662294221254,-83.7200150327091,"TwoThousandTen",29000,2162,NA,29000,0,22420,2002,2,3,49,26
0,"5406 LESLIE DR","FLINT","MI",48504,43.062692585628,-83.7246894204675,"TwoThousandTen",29000,2162,NA,29000,0,22420,1011,1,3,49,26
0,"4313 MILTON DR","FLINT","MI",48507,42.9846249127364,-83.67369240258,"TwoThousandTen",29000,2162,NA,29000,0,22420,1006,1,35,49,26
0,"642 W STEWART AVE","FLINT","MI",48505,43.0541436345982,-83.71242172741,"TwoThousandTen",29000,2162,NA,29000,0,22420,1008,1,6,49,26
0,"4102 STERLING ST","FLINT","MI",48504,43.0518617239739,-83.7204457546844,"TwoThousandTen",29000,2162,NA,29000,0,22420,2006,2,7,49,26
0,"459 E ATHERTON RD","FLINT","MI",48507,42.9891025181339,-83.6683511400344,"TwoThousandTen",29000,2162,NA,29000,0,22420,1011,1,33,49,26
0,"2713 BRANDON ST","FLINT","MI",48503,42.9990920435509,-83.7213361874877,"TwoThousandTen",29000,2162,NA,29000,0,22420,5001,5,36,49,26
0,"4302 WESTERN RD LOT 54","FLINT","MI",48506,43.0528023766122,-83.6553649611573,"TwoThousandTen",29000,2162,NA,29000,0,22420,3028,3,19,49,26
0,"3729 BEECHER RD","FLINT","MI",48503,43.0113859843546,-83.7321696738662,"TwoThousandTen",29000,2162,NA,29000,0,22420,4014,4,16,49,26
0,"1810 MONTANA AVE","FLINT","MI",48506,43.0437864353817,-83.666521630996,"TwoThousandTen",29000,2162,NA,29000,0,22420,1017,1,22,49,26
0,"3289 CHEYENNE AVE","FLINT","MI",48507,42.9932536451307,-83.6559483168302,"TwoThousandTen",29000,2162,NA,29000,0,22420,2001,2,33,49,26
0,"1225 GRANDY ST","FLINT","MI",48503,43.0314666486067,-83.6821512020175,"TwoThousandTen",29000,2162,NA,29000,0,22420,1010,1,26,49,26
0,"742 LINCOLN AVE","FLINT","MI",48507,42.991020418702,-83.6868999343383,"TwoThousandTen",29000,2162,NA,29000,0,22420,2017,2,40,49,26
0,"814 MCKEIGHAN AVE","FLINT","MI",48507,42.983435495088,-83.6594199460759,"TwoThousandTen",29000,2162,NA,29000,0,22420,3007,3,35,49,26
0,"2013 WEAVER ST","FLINT","MI",48506,43.0500260950232,-83.6639263108732,"TwoThousandTen",29000,2162,NA,29000,0,22420,2001,2,23,49,26
0,"3209 PENCOMBE PL","FLINT","MI",48503,43.0106357936194,-83.7250027409886,"TwoThousandTen",29000,2162,NA,29000,0,22420,5005,5,16,49,26
0,"4225 BRANCH RD","FLINT","MI",48506,43.0531842556102,-83.650660764011,"TwoThousandTen",29000,2162,NA,29000,0,22420,3028,3,19,49,26
0,"610 S VERNON AVE","FLINT","MI",48503,43.0205144176876,-83.66125237001,"TwoThousandTen",29000,2162,NA,29000,0,22420,1015,1,30,49,26
0,"3018 COLORADO AVE","FLINT","MI",48506,43.0448481730215,-83.6519413572695,"TwoThousandTen",29000,2162,NA,29000,0,22420,1017,1,24,49,26
0,"2927 AGREE AVE","FLINT","MI",48506,43.0479274083899,-83.653745891067,"TwoThousandTen",29000,2162,NA,29000,0,22420,1009,1,24,49,26
